date_of_Payment,account_Number,branch_ID,bank_ID,transaction_ID,transaction_Amount,mode_of_Transfer1,date_of_Submission,invoice_Due_Date,remittance_Number,total_due_Amount,amount_Paid,balance_Amount,mode_of_Transfer2,status
05/07/2019,4650000000000000,CCS08,BNP012,ADB61158,21224,cash,15/07/2019,23/07/2019,PMT-105063,21616,21224,392,cash,Approved
11/01/2020,4730056511858720,BEL16,MUFG012,CCS61159,31220,"account,account to cash",15/01/2020,24/01/2020,PMT-105064,31811,31220,591,"account,account to cash",Rejected
25/12/2019,4461330335322460,ITS03,BOA012,CCS61160,28040,door to door,25/12/2019,13/01/2020,PMT-105065,28781,28040,741,door to door,Rejected
29/01/2020,4550000000000000,SIL362,BMO012,EX061161,35064,door to account,15/02/2020,04/03/2020,PMT-105066,35848,35064,784,door to account,Approved
31/01/2020,4430000000000000,PAN27,BOA012,ADB61162,5220,cash to account,15/02/2020,03/03/2020,PMT-105067,5688,5220,468,cash to account,Rejected
01/04/2019,4650000000000000,SIL362,AE012,TRN61163,15151,account to account,15/04/2019,29/04/2019,PMT-105068,15349,15151,198,account to account,Approved
06/01/2019,4240000000000000,CCS08,RBC012,CCS61164,26322,"account,account to cash",06/01/2019,21/01/2019,PMT-105069,27249,26322,927,"account,account to cash",Approved
17/12/2019,4330710538454070,BEL16,MUFG012,EX061165,13420,mobile money,28/12/2019,31/12/2019,PMT-105070,14117,13420,697,mobile money,Approved
07/01/2019,4750000000000000,SIL362,CITI012,ADB61166,1636,cash to account,07/01/2019,16/01/2019,PMT-105071,2054,1636,418,cash to account,Rejected
24/04/2019,4460000000000000,CCS08,Nort012,CCS61167,3274,"account,card,cash to cash",15/04/2019,05/05/2019,PMT-105072,3776,3274,502,"account,card,cash to cash",Approved
31/03/2019,4840000000000000,ITS03,GMS012,TRN61168,26999,"account,cash to account",15/04/2019,20/04/2019,PMT-105073,27575,26999,576,"account,cash to account",Rejected
22/07/2019,4790000000000000,ITS03,Nort012,EX061169,11383,account to account,31/07/2019,07/08/2019,PMT-105074,12099,11383,716,account to account,Approved
12/05/2019,4550000000000000,ITS03,JPM012,ADB61170,5540,cash to account,15/05/2019,17/05/2019,PMT-105075,6435,5540,895,cash to account,Approved
23/08/2019,4490000000000000,HEB18,BNP012,CCS61171,28016,mobile money,28/08/2019,30/08/2019,PMT-105076,28462,28016,446,mobile money,Rejected
07/08/2019,4190000000000000,BEL16,GMS012,CCS61172,15399,door to door,15/08/2019,26/08/2019,PMT-105077,16330,15399,931,door to door,Approved
28/12/2019,4210000000000000,PAN27,GMS012,TRN61173,38862,"account,account to cash",15/01/2020,02/02/2020,PMT-105078,39831,38862,969,"account,account to cash",Rejected
15/08/2019,4275384634746050,BEL16,CITI012,ADB61174,18214,"account to account,door to door",15/08/2019,01/09/2019,PMT-105079,18372,18214,158,"account to account,door to door",Rejected
23/06/2019,4190000000000000,SIL362,UBS012,CCS61175,29172,prepaid card,28/06/2019,30/06/2019,PMT-105080,30031,29172,859,prepaid card,Approved
18/12/2019,4486019260868800,BEL16,DEU012,CCS61176,35708,door to door,28/12/2019,06/01/2020,PMT-105081,36493,35708,785,door to door,Approved
18/12/2018,4430000000000000,CCS08,UBS012,EX161177,11124,account to account,03/01/2019,08/01/2019,PMT-105082,11533,11124,409,account to account,Rejected
15/07/2019,4628703163321050,GPA01,Nort012,TRN61178,4379,eur service,15/07/2019,11/07/2019,PMT-105083,5202,4379,823,eur service,Rejected
24/05/2019,4630000000000000,PAN27,BARC012,CCS61179,13151,prepaid card,28/05/2019,13/06/2019,PMT-105084,13839,13151,688,prepaid card,Approved
31/07/2019,4870000000000000,MAJ962,BNP012,TRN61180,34001,"account,cash to cash",31/07/2019,15/08/2019,PMT-105085,34994,34001,993,"account,cash to cash",Rejected
07/08/2019,4870000000000000,MAJ962,AE012,TRN61181,32975,"account,account to cash",25/08/2019,06/09/2019,PMT-105086,33763,32975,788,"account,account to cash",Approved
25/05/2019,4160000000000000,ITS03,SSC012,EX161182,19441,"account to account,door to door",25/05/2019,12/06/2019,PMT-105087,19985,19441,544,"account to account,door to door",Rejected
16/11/2019,4180000000000000,SIL362,BMO012,ADB61183,11350,door to account,28/11/2019,01/12/2019,PMT-105088,12283,11350,933,door to account,Rejected
27/12/2018,4470000000000000,GPA01,JPM012,CCS61184,24364,"account to account,door to door",08/01/2019,04/01/2019,PMT-105089,24612,24364,248,"account to account,door to door",Rejected
29/06/2019,4871073844665610,SIL362,CITI012,TRN61185,23423,account to account,15/07/2019,24/07/2019,PMT-105090,24118,23423,695,account to account,Approved
25/09/2019,4610000000000000,BEL16,WF012,CCS61186,15641,"cash to cash,credit/debit card service",25/09/2019,27/09/2019,PMT-105091,16336,15641,695,"cash to cash,credit/debit card service",Rejected
09/08/2019,4860000000000000,BEL16,BOA012,EX061187,30017,cash,15/08/2019,04/09/2019,PMT-105092,30934,30017,917,cash,Rejected
31/05/2019,4310965278942460,PAN27,GMS012,ADB61188,32835,door to account,15/06/2019,25/06/2019,PMT-105093,33602,32835,767,door to account,Approved
30/12/2018,4378290266829730,CCS08,UBS012,CCS61189,8337,"account to account,door to door",12/01/2019,31/01/2019,PMT-105094,9087,8337,750,"account to account,door to door",Approved
24/08/2019,4480000000000000,ITS03,JPM012,TRN61190,7482,"account,account to cash",15/08/2019,25/08/2019,PMT-105095,8134,7482,652,"bank account transfer,debit card",Approved
12/01/2019,4730056511858720,BEL16,BARC012,TRN61191,26824,"cash,debit/credit card",12/01/2019,14/01/2019,PMT-105096,27065,26824,241,"cash,debit/credit card",Approved
12/02/2020,4310965278942460,ITS03,CITI012,CCS61192,12649,account to account,15/02/2020,24/02/2020,PMT-105097,13004,12649,355,account to account,Rejected
09/02/2020,4630000000000000,BEL16,UBS012,TRN61193,13447,prepaid card,28/01/2020,09/02/2020,PMT-105098,13571,13447,124,prepaid card,Approved
12/01/2019,4387350758070690,ITS03,RBC012,EX061194,13243,"cash to cash,credit/debit card service",12/01/2019,21/01/2019,PMT-105099,13483,13243,240,"cash to cash,credit/debit card service",Approved
07/11/2019,4470000000000000,MAR263,UBS012,TRN61195,34057,"cash,debit/credit card",15/11/2019,24/11/2019,PMT-105100,35036,34057,979,"cash,debit/credit card",Approved
25/12/2018,4420000000000000,CCS08,MS012,CCS61196,32742,"account,account to cash",11/01/2019,14/01/2019,PMT-105101,33065,32742,323,"account,account to cash",Approved
06/01/2019,4730000000000000,BEL16,WF012,TRN61197,8926,cash,06/01/2019,11/01/2019,PMT-105102,9024,8926,98,cash,Rejected
31/12/2019,4880000000000000,HEB18,CITI012,EX061198,32524,"account,cash to cash",31/12/2019,09/01/2020,PMT-105103,32996,32524,472,"account,cash to cash",Approved
29/06/2019,4300000000000000,BEL16,SSC012,TRN61199,35200,cash,15/07/2019,20/07/2019,PMT-105104,36022,35200,822,cash,Rejected
22/06/2019,4650000000000000,PAN27,UBS012,CCS61200,7371,door to door,30/06/2019,12/07/2019,PMT-105105,7508,7371,137,door to door,Rejected
02/01/2020,4540000000000000,BEL16,JPM012,CCS61201,18280,account to account,15/01/2020,31/01/2020,PMT-105106,18425,18280,145,account to account,Rejected
20/03/2019,4689180256780640,CCS08,BNP012,TRN61202,28524,cash to account,25/03/2019,02/04/2019,PMT-105107,29011,28524,487,cash to account,Rejected
06/01/2019,4502644813502350,HEB18,RBC012,ADB61203,19396,prepaid card,06/01/2019,18/01/2019,PMT-105108,20176,19396,780,prepaid card,Rejected
28/08/2019,4270000000000000,CCS08,BNP012,TRN61204,4725,cash to account,28/08/2019,02/09/2019,PMT-105109,4968,4725,243,cash to account,Rejected
07/08/2019,4450000000000000,ITS03,AE012,CCS61205,3480,"bank account transfer,debit card",15/08/2019,21/08/2019,PMT-105110,4313,3480,833,"bank account transfer,debit card",Approved
25/06/2019,4360000000000000,BEL16,BNP012,EX061206,32498,"bank account transfer,cash,mobile money",25/06/2019,27/06/2019,PMT-105111,32574,32498,76,"bank account transfer,cash,mobile money",Rejected
14/11/2019,4360000000000000,ITS03,MUFG012,ADB61207,31124,"account,card,cash to cash",28/11/2019,30/11/2019,PMT-105112,31738,31124,614,"account,card,cash to cash",Approved
28/12/2019,4590000000000000,CCS08,WF012,CCS61208,31436,account to account,28/12/2019,14/01/2020,PMT-105113,32382,31436,946,account to account,Approved
26/12/2018,4440000000000000,GPA01,BOA012,CCS61209,9352,"bank account transfer,debit card",10/01/2019,06/01/2019,PMT-105114,10102,9352,750,"bank account transfer,debit card",Approved
15/12/2019,4150000000000000,CCS08,AE012,EX061210,4848,"account,cash to account",15/12/2019,02/01/2020,PMT-105115,5132,4848,284,"account,cash to account",Rejected
03/12/2019,4930000000000000,BEL16,WF012,ADB61211,29882,"cash to account,credit/debit card service",15/12/2019,27/12/2019,PMT-105116,30052,29882,170,"cash to account,credit/debit card service",Approved
05/08/2019,4260000000000000,ITS03,JPM012,TRN61212,35396,door to door,28/07/2019,14/08/2019,PMT-105117,36108,35396,712,door to door,Rejected
07/07/2019,4650000000000000,MAR263,AE012,CCS61213,27516,cash,15/07/2019,23/07/2019,PMT-105118,28434,27516,918,cash,Approved
16/11/2019,4880000000000000,BEL16,BOA012,EX061214,15326,prepaid card,25/11/2019,21/11/2019,PMT-105119,15492,15326,166,prepaid card,Approved
13/11/2019,4360000000000000,GPA01,BMO012,ADB61215,32361,"cash to account,credit/debit card service",15/11/2019,22/11/2019,PMT-105120,32756,32361,395,"cash to account,credit/debit card service",Approved
02/01/2020,4400000000000000,HEB18,BOA012,CCS61216,8504,"bank account transfer,debit card",20/01/2020,25/01/2020,PMT-105121,8820,8504,316,"bank account transfer,debit card",Approved
25/10/2019,4418568818305560,PAN27,JPM012,TRN61217,19263,cash to account,25/10/2019,07/11/2019,PMT-105122,19675,19263,412,cash to account,Approved
04/01/2019,4150000000000000,HEB18,MS012,EX061218,39116,mobile money,08/01/2019,14/01/2019,PMT-105123,39683,39116,567,mobile money,Approved
08/06/2019,4619488866261890,ITS03,MS012,ADB61219,27090,"bank account transfer,debit card",15/06/2019,30/06/2019,PMT-105124,27708,27090,618,"bank account transfer,debit card",Approved
19/08/2019,4590000000000000,BEL16,BMO012,CCS61220,3889,mobile,25/08/2019,08/09/2019,PMT-105125,4369,3889,480,mobile,Approved
25/05/2019,4150000000000000,BEL16,MS012,CCS61221,17026,usd service,25/05/2019,21/05/2019,PMT-105126,18023,17026,997,door to account,Rejected
06/01/2019,4480000000000000,ITS03,AE012,TRN61222,1900,eur service,06/01/2019,21/01/2019,PMT-105127,2673,1900,773,eur service,Approved
01/08/2019,4730056511858720,CCS08,WF012,ADB61223,36956,cash to account,25/07/2019,12/08/2019,PMT-105128,37785,36956,829,cash to account,Approved
10/05/2019,4630000000000000,BEL16,AE012,CCS61224,19839,"cash to account,credit/debit card service",25/05/2019,07/06/2019,PMT-105129,19962,19839,123,"cash to account,credit/debit card service",Approved
15/08/2019,4280000000000000,SIL362,BARC012,CCS61225,33022,prepaid card,15/08/2019,11/08/2019,PMT-105130,33179,33022,157,prepaid card,Approved
15/08/2019,4250000000000000,PAN27,SSC012,EX161226,15522,cash to account,15/08/2019,29/08/2019,PMT-105131,16461,15522,939,cash to account,Approved
10/07/2019,4820000000000000,BEL16,AE012,TRN61227,33358,usd service,28/07/2019,10/08/2019,PMT-105132,34087,33358,729,door to account,Approved
20/12/2020,4410000000000000,ITS03,RBC012,CCS61228,12717,eur service,29/12/2020,12/01/2021,PMT-105133,12864,12717,147,eur service,Approved
04/12/2019,4300000000000000,HEB18,GMS012,TRN61229,36218,"account,account to cash",30/11/2019,19/12/2019,PMT-105134,36677,36218,459,"bank account transfer,debit card",Approved
15/10/2019,4370000000000000,CCS08,Nort012,TRN61230,9469,mobile,15/10/2019,20/10/2019,PMT-105135,10320,9469,851,mobile,Approved
17/01/2019,4270000000000000,GPA01,GMS012,EX161231,34200,"bank account transfer,debit card",10/01/2019,28/01/2019,PMT-105136,34880,34200,680,"bank account transfer,debit card",Approved
14/06/2019,4871073844665610,GPA01,MS012,ADB61232,34206,"cash,cash to account",25/06/2019,11/07/2019,PMT-105137,34904,34206,698,"cash,cash to account",Rejected
23/11/2019,4270000000000000,CCS08,AE012,CCS61233,27285,usd service,28/11/2019,09/12/2019,PMT-105138,28166,27285,881,usd service,Approved
28/05/2019,4486019260868800,MAR263,JPM012,TRN61234,27899,mobile money,28/05/2019,15/06/2019,PMT-105139,28703,27899,804,mobile money,Rejected
19/10/2019,4400000000000000,MAR263,JPM012,CCS61235,39136,usd service,25/10/2019,08/11/2019,PMT-105140,39683,39136,547,usd service,Approved
09/04/2019,4720000000000000,CCS08,BMO012,EX061236,6718,account to account,15/04/2019,29/04/2019,PMT-105141,7425,6718,707,account to account,Approved
07/01/2019,4696544390601290,HEB18,CITI012,ADB61237,19961,"card,cash to cash",11/01/2019,14/01/2019,PMT-105142,20081,19961,120,"card,cash to cash",Approved
21/12/2019,4430000000000000,GPA01,DEU012,CCS61238,18370,prepaid card,02/01/2020,09/01/2020,PMT-105143,18565,18370,195,prepaid card,Rejected
21/12/2019,4480000000000000,ITS03,JPM012,TRN61239,22257,cash,25/12/2019,07/01/2020,PMT-105144,22581,22257,324,cash,Approved
09/06/2019,4904477933916270,ITS03,UBS012,TRN61240,5341,door to account,25/06/2019,05/07/2019,PMT-105145,5694,5341,353,door to account,Approved
15/06/2019,4440000000000000,BEL16,BMO012,CCS61241,17686,account to account,15/06/2019,20/06/2019,PMT-105146,17841,17686,155,account to account,Approved
11/05/2019,4780000000000000,CCS08,BOA012,TRN61242,27902,cash to account,15/05/2019,26/05/2019,PMT-105147,28361,27902,459,cash to account,Rejected
29/12/2018,4480000000000000,BEL16,BOA012,EX061243,23790,prepaid card,04/01/2019,16/01/2019,PMT-105148,24621,23790,831,prepaid card,Rejected
15/02/2020,4280000000000000,CCS08,SSC012,TRN61244,15297,account to account,15/02/2020,20/02/2020,PMT-105149,16135,15297,838,account to account,Rejected
22/01/2020,4689180256780640,ITS03,MS012,CCS61245,31056,prepaid card,28/01/2020,09/02/2020,PMT-105150,31206,31056,150,prepaid card,Approved
24/02/2020,4284399850715240,PAN27,BARC012,TRN61246,9585,cash,15/02/2020,25/02/2020,PMT-105151,9770,9585,185,cash,Approved
15/02/2020,4689180256780640,ITS03,CITI012,EX061247,18632,eur service,15/02/2020,26/02/2020,PMT-105152,19344,18632,712,eur service,Rejected
28/06/2019,4320000000000000,BEL16,SSC012,TRN61248,22657,"bank account transfer,cash,mobile money",15/07/2019,23/07/2019,PMT-105153,23116,22657,459,"bank account transfer,cash,mobile money",Rejected
03/07/2019,4610000000000000,MAJ962,MUFG012,CCS61249,5428,mobile,15/07/2019,18/07/2019,PMT-105154,6251,5428,823,mobile,Approved
15/09/2019,4489858858391470,MAJ962,BNP012,CCS61250,20843,mobile,15/09/2019,27/09/2019,PMT-105155,21128,20843,285,mobile,Approved
28/01/2020,4320000000000000,ITS03,CITI012,TRN61251,27491,"cash to account,credit/debit card service",25/01/2020,28/01/2020,PMT-105156,28052,27491,561,"cash to account,credit/debit card service",Rejected
31/07/2019,4523540557614720,BEL16,HSBC012,ADB61252,9765,"cash to account,credit/debit card service",31/07/2019,13/08/2019,PMT-105157,10019,9765,254,"cash to account,credit/debit card service",Rejected
04/06/2019,4860000000000000,MAJ962,AE012,TRN61253,12561,"cash,cash to account",15/06/2019,02/07/2019,PMT-105158,12630,12561,69,"cash,cash to account",Rejected
22/02/2020,4450000000000000,SIL362,RBC012,CCS61254,18692,"account,account to cash",25/02/2020,07/03/2020,PMT-105159,18929,18692,237,"account,account to cash",Rejected
31/01/2020,4830000000000000,MAJ962,UBS012,EX061255,1566,door to door,31/01/2020,13/02/2020,PMT-105160,2357,1566,791,door to door,Rejected
30/06/2019,4284399850715240,HEB18,Nort012,ADB61256,36742,"card,cash to cash",30/06/2019,08/07/2019,PMT-105161,37300,36742,558,"card,cash to cash",Rejected
28/11/2019,4460000000000000,CCS08,GMS012,CCS61257,6716,"cash to cash,credit/debit card service",28/11/2019,01/12/2019,PMT-105162,7481,6716,765,"cash to cash,credit/debit card service",Rejected
16/12/2019,4880000000000000,PAN27,MUFG012,CCS61258,36199,cash,02/01/2020,21/01/2020,PMT-105163,36783,36199,584,cash,Approved
23/11/2019,4430000000000000,SIL362,SSC012,EX061259,1769,door to door,25/11/2019,03/12/2019,PMT-105164,2437,1769,668,door to door,Approved
01/12/2019,4410000000000000,MAR263,MS012,ADB61260,39283,cash,15/12/2019,17/12/2019,PMT-105165,39930,39283,647,cash,Rejected
02/12/2019,4357820946481790,SIL362,RBC012,TRN61261,36250,cash,15/12/2019,02/01/2020,PMT-105166,36355,36250,105,cash,Approved
11/07/2019,4270000000000000,CCS08,BOA012,CCS61262,10033,door to door,15/07/2019,28/07/2019,PMT-105167,10865,10033,832,door to door,Approved
30/05/2019,4490000000000000,CCS08,JPM012,EX061263,37673,mobile,15/06/2019,30/06/2019,PMT-105168,37818,37673,145,mobile,Approved
15/05/2019,4904477933916270,CCS08,GMS012,ADB61264,11746,"account,cash to cash",15/05/2019,23/05/2019,PMT-105169,12478,11746,732,"account,cash to cash",Approved
24/11/2019,4240000000000000,GPA01,CITI012,CCS61265,7043,cash to account,28/11/2019,14/12/2019,PMT-105170,7783,7043,740,cash to account,Rejected
13/07/2019,4378290266829730,SIL362,AE012,TRN61266,4141,"cash to cash,credit/debit card service",28/07/2019,10/08/2019,PMT-105171,4434,4141,293,"cash to cash,credit/debit card service",Approved
28/10/2019,4350000000000000,ITS03,BMO012,EX061267,17819,mobile money,28/10/2019,31/10/2019,PMT-105172,18764,17819,945,mobile money,Approved
30/12/2019,4380000000000000,MAJ962,GMS012,ADB61268,21593,cash,15/12/2019,20/12/2019,PMT-105173,21793,21593,200,cash,Approved
25/12/2018,4500000000000000,SIL362,GMS012,CCS61269,21128,"account,cash to cash",09/01/2019,21/01/2019,PMT-105174,21180,21128,52,"account,cash to cash",Approved
01/01/2020,4240000000000000,MAR263,HSBC012,CCS61270,34340,"card,cash to cash",01/01/2020,18/01/2020,PMT-105175,34396,34340,56,"card,cash to cash",Approved
13/06/2019,4190000000000000,SIL362,JPM012,TRN61271,24084,cash to account,28/06/2019,18/07/2019,PMT-105176,24524,24084,440,cash to account,Approved
02/07/2019,4650000000000000,MAR263,CITI012,ADB61272,1333,door to door,25/06/2019,07/07/2019,PMT-105177,1998,1333,665,door to door,Approved
15/05/2019,4810000000000000,CCS08,JPM012,CCS61273,25491,"cash to cash,credit/debit card service",15/05/2019,22/05/2019,PMT-105178,26375,25491,884,"cash to cash,credit/debit card service",Rejected
08/01/2019,4418568818305560,ITS03,RBC012,CCS61274,16043,"account,card,cash to cash",08/01/2019,23/01/2019,PMT-105179,16460,16043,417,"account,card,cash to cash",Approved
28/12/2018,4650000000000000,PAN27,BARC012,EX161275,14560,"card,cash to cash",11/01/2019,31/01/2019,PMT-105180,14644,14560,84,"card,cash to cash",Approved
20/01/2020,4310965278942460,HEB18,BOA012,TRN61276,31159,"account,cash to account",20/01/2020,05/02/2020,PMT-105181,31771,31159,612,"account,cash to account",Rejected
15/09/2019,4780000000000000,PAN27,RBC012,CCS61277,21597,mobile money,15/09/2019,05/10/2019,PMT-105182,22560,21597,963,mobile money,Approved
16/02/2020,4720000000000000,BEL16,JPM012,TRN61278,11592,cash to account,25/02/2020,06/03/2020,PMT-105183,12509,11592,917,cash to account,Rejected
20/01/2020,4830000000000000,SIL362,DEU012,TRN61279,2539,mobile money,20/01/2020,23/01/2020,PMT-105184,3014,2539,475,mobile money,Approved
13/01/2020,4470000000000000,MAJ962,MUFG012,EX161280,14851,cash,01/01/2020,28/12/2019,PMT-105185,15462,14851,611,cash,Rejected
08/12/2019,4387350758070690,BEL16,RBC012,ADB61281,14552,"account,cash to account",15/12/2019,03/01/2020,PMT-105186,14631,14552,79,"account,cash to account",Approved
02/04/2019,4270000000000000,CCS08,BNP012,CCS61282,19122,account to account,15/04/2019,11/04/2019,PMT-105187,19886,19122,764,account to account,Rejected
30/09/2019,4630000000000000,MAJ962,BNP012,TRN61283,30513,cash to account,30/09/2019,05/10/2019,PMT-105188,31242,30513,729,cash to account,Rejected
15/11/2019,4300000000000000,BEL16,SSC012,CCS61284,8859,"bank account transfer,debit card",15/11/2019,26/11/2019,PMT-105189,9570,8859,711,"bank account transfer,debit card",Approved
15/08/2019,4860000000000000,PAN27,MUFG012,EX061285,14382,cash to account,15/08/2019,31/08/2019,PMT-105190,15158,14382,776,cash to account,Rejected
01/07/2019,4865123733298850,BEL16,BARC012,ADB61286,14232,"account,cash to account",25/06/2019,08/07/2019,PMT-105191,14298,14232,66,"account,cash to account",Approved
21/01/2020,4760000000000000,BEL16,MS012,CCS61287,8470,"account to account,door to door",25/01/2020,10/02/2020,PMT-105192,8797,8470,327,"account to account,door to door",Approved
06/05/2019,4240000000000000,PAN27,DEU012,TRN61288,6874,"account to account,door to door",15/05/2019,31/05/2019,PMT-105193,6973,6874,99,"account to account,door to door",Approved
25/04/2019,4180000000000000,HEB18,BMO012,TRN61289,35024,cash to account,25/04/2019,13/05/2019,PMT-105194,35622,35024,598,cash to account,Rejected
30/12/2018,4689180256780640,PAN27,DEU012,CCS61290,16356,"cash,debit/credit card",09/01/2019,11/01/2019,PMT-105195,17338,16356,982,"cash,debit/credit card",Rejected
19/05/2019,4904477933916270,MAJ962,CITI012,TRN61291,9767,account to account,25/05/2019,09/06/2019,PMT-105196,10119,9767,352,account to account,Approved
24/10/2019,4490000000000000,SIL362,Nort012,EX061292,1597,"bank account transfer,debit card",28/10/2019,31/10/2019,PMT-105197,2358,1597,761,"bank account transfer,debit card",Rejected
15/01/2020,4720000000000000,PAN27,DEU012,TRN61293,21673,"cash,debit/credit card",15/01/2020,25/01/2020,PMT-105198,21935,21673,262,"cash,debit/credit card",Rejected
09/06/2019,4860000000000000,BEL16,Nort012,CCS61294,17616,"account,card,cash to cash",15/06/2019,28/06/2019,PMT-105199,17844,17616,228,"account,card,cash to cash",Approved
15/04/2019,4190000000000000,BEL16,BNP012,TRN61295,12542,door to door,15/04/2019,25/04/2019,PMT-105200,13489,12542,947,eur service,Rejected
19/03/2019,4590000000000000,SIL362,UBS012,EX061296,26822,"bank account transfer,cash,mobile money",28/03/2019,16/04/2019,PMT-105201,27383,26822,561,"bank account transfer,cash,mobile money",Approved
30/12/2018,4284399850715240,HEB18,UBS012,TRN61297,24124,door to door,09/01/2019,20/01/2019,PMT-105202,24264,24124,140,door to door,Approved
30/12/2018,4430000000000000,ITS03,MS012,CCS61298,33441,cash to account,09/01/2019,22/01/2019,PMT-105203,34069,33441,628,cash to account,Rejected
21/12/2018,4590000000000000,ITS03,AE012,CCS61299,13941,"account,cash to account",08/01/2019,16/01/2019,PMT-105204,14597,13941,656,"account,cash to cash",Approved
12/10/2019,4871073844665610,SIL362,CITI012,TRN61300,19247,door to account,15/10/2019,31/10/2019,PMT-105205,19730,19247,483,door to account,Rejected
15/05/2019,4630000000000000,SIL362,GMS012,ADB61301,5444,"account,card,cash to cash",15/05/2019,30/05/2019,PMT-105206,5884,5444,440,"account,card,cash to cash",Rejected
25/11/2019,4489858858391470,SIL362,WF012,TRN61302,25603,"cash,debit/credit card",25/11/2019,01/12/2019,PMT-105207,26074,25603,471,"cash,debit/credit card",Rejected
20/03/2019,4458237294973340,ITS03,HSBC012,CCS61303,16222,cash,25/03/2019,11/04/2019,PMT-105208,16948,16222,726,cash,Approved
24/12/2019,4310965278942460,MAR263,RBC012,EX061304,2807,"cash,debit/credit card",01/01/2020,04/01/2020,PMT-105209,3353,2807,546,"cash,debit/credit card",Rejected
28/12/2018,4540000000000000,CCS08,SSC012,ADB61305,39227,account to account,09/01/2019,11/01/2019,PMT-105210,39846,39227,619,account to account,Approved
10/12/2019,4460000000000000,PAN27,SSC012,CCS61306,6390,mobile money,15/12/2019,18/12/2019,PMT-105211,7007,6390,617,mobile money,Approved
15/09/2019,4540000000000000,GPA01,JPM012,CCS61307,31385,usd service,15/09/2019,30/09/2019,PMT-105212,32282,31385,897,usd service,Approved
13/07/2019,4696544390601290,SIL362,BNP012,EX061308,2114,cash to account,15/07/2019,04/08/2019,PMT-105213,2766,2114,652,cash to account,Approved
23/12/2019,4750000000000000,PAN27,BARC012,ADB61309,35667,"account,cash to account",25/12/2019,05/01/2020,PMT-105214,35728,35667,61,"account,cash to account",Approved
28/12/2018,4820000000000000,SIL362,BNP012,TRN61310,32371,"cash,debit/credit card",11/01/2019,31/01/2019,PMT-105215,32696,32371,325,"cash,debit/credit card",Rejected
28/02/2020,4150000000000000,SIL362,SSC012,CCS61311,4865,"account,cash to cash",28/02/2020,19/03/2020,PMT-105216,5861,4865,996,"account,cash to cash",Rejected
15/11/2019,4650000000000000,MAR263,DEU012,EX061312,19769,"cash to account,credit/debit card service",25/11/2019,07/12/2019,PMT-105217,20753,19769,984,"cash to account,credit/debit card service",Rejected
16/09/2019,4130000000000000,MAR263,GMS012,ADB61313,1620,"account,account to cash",30/09/2019,09/10/2019,PMT-105218,2515,1620,895,"account,account to cash",Rejected
28/04/2019,4650000000000000,BEL16,MUFG012,CCS61314,18780,mobile money,30/04/2019,19/05/2019,PMT-105219,19410,18780,630,mobile money,Rejected
15/06/2019,4320000000000000,SIL362,CITI012,TRN61315,29905,prepaid card,15/06/2019,29/06/2019,PMT-105220,30619,29905,714,prepaid card,Rejected
15/02/2020,4590000000000000,ITS03,BNP012,EX061316,34714,mobile money,15/02/2020,23/02/2020,PMT-105221,34935,34714,221,mobile money,Approved
08/04/2019,4904477933916270,PAN27,SSC012,ADB61317,14159,"cash,debit/credit card",15/04/2019,26/04/2019,PMT-105222,14711,14159,552,"cash,debit/credit card",Approved
06/07/2019,4708814514140940,ITS03,BOA012,CCS61318,1290,"cash,cash to account",15/07/2019,26/07/2019,PMT-105223,1802,1290,512,"cash,cash to account",Approved
25/09/2019,4461330335322460,SIL362,HSBC012,CCS61319,4228,"cash to account,credit/debit card service",25/09/2019,10/10/2019,PMT-105224,4283,4228,55,"cash to account,credit/debit card service",Approved
30/05/2019,4700000000000000,MAR263,MS012,TRN61320,13861,"cash to account,credit/debit card service",15/06/2019,04/07/2019,PMT-105225,13989,13861,128,"cash to account,credit/debit card service",Rejected
25/12/2019,4190000000000000,PAN27,WF012,ADB61321,2339,cash,25/12/2019,10/01/2020,PMT-105226,3300,2339,961,cash,Rejected
28/06/2019,4708814514140940,CCS08,UBS012,CCS61322,2738,"account to account,door to door",28/06/2019,04/07/2019,PMT-105227,3521,2738,783,"account to account,door to door",Rejected
15/04/2019,4628703163321050,CCS08,JPM012,CCS61323,33680,door to account,15/04/2019,02/05/2019,PMT-105228,34075,33680,395,door to account,Approved
21/08/2019,4820000000000000,CCS08,BARC012,EX161324,878,"bank account transfer,debit card",25/08/2019,08/09/2019,PMT-105229,1708,878,830,"bank account transfer,debit card",Approved
09/08/2019,4530000000000000,MAJ962,RBC012,TRN61325,8111,"cash to cash,credit/debit card service",25/07/2019,02/08/2019,PMT-105230,8468,8111,357,"cash to cash,credit/debit card service",Approved
27/09/2019,4284399850715240,MAJ962,SSC012,CCS61326,35550,cash,15/10/2019,18/10/2019,PMT-105231,36353,35550,803,cash,Approved
12/08/2019,4275384634746050,BEL16,CITI012,TRN61327,16038,mobile money,28/08/2019,09/09/2019,PMT-105232,16861,16038,823,mobile money,Approved
28/08/2019,4330710538454070,CCS08,BNP012,TRN61328,15379,"bank account transfer,debit card",28/08/2019,05/09/2019,PMT-105233,15463,15379,84,"bank account transfer,debit card",Rejected
11/07/2019,4270000000000000,CCS08,BMO012,EX161329,33170,"card,cash to cash",28/07/2019,11/08/2019,PMT-105234,34170,33170,1000,"card,cash to cash",Approved
